이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,키워드
전통찻집지대방,전통찻집,4.8,57,"서울 종로구 인사동길 33 2층
(지번) 관훈동 196-6",37.57348207,126.9855088,02-738-5379,"우전(녹차) (11,000원), 대추차 (9,000원), 쌍화탕 (10,000원), 십전대보탕 (10,000원), 오미자차 (8,000원), 원두커피 (8,000원), 식혜 (8,000원), 수정과 (8,000원), 미숫가루 (8,500원), 매화차 (8,000원), 생강나무꽃차 (8,000원), 봄쑥차 (8,000원), 감잎차 (8,000원), 생강차 (8,500원), 솔바람차 (8,000원)",영업시간 월~토 10:30 ~ 22:30,"아늑한,조용한분위기,조용하고,차분한,따뜻한,카페,전통차,한과,녹차,전통찻집,티타임"
꼰떼,이탈리안,4.6,98,"서울 종로구 창의문로5길 6-1
(지번) 부암동 269-8",37.59223475,126.9638324,02-395-6468,"알리오 올리오 & 페페론치노 (21,000원),문어샐러드 (28,000원),바깔라 꼰 폴렌따 (15,000원),가지치즈오븐요리 (25,000원),라쟈냐와샐러드 (26,000원),리조또디크레마알풍기포르치니 (25,000원),까사레체 야채 토마토 파스타 (26,000원),살시챠 크럼블 로즈마리 버터 파스타 (25,000원),트리빠 (토마토소내장스튜) (35,000원),탈리아따 디 만조 (53,000원),인쌀라따 (24,000원),티라미수 (8,800원)","수~일 11:30–21:00 (브레이크타임 14:30–17:30, 라스트오더 19:30), 월·화 정기휴무","행복한,친절한,맛있는,예쁜,귀여운,알리오올리오,티라미수,파스타,와인,샐러드,단체모임,데이트코스,가성비,단골,카메라"
토속칼국수,칼국수,4.5,73,"서울 종로구 평창길 345 1층
(지번) 평창동 435-4",37.61187607,126.9785865,02-379-1900,"칼국수 (11,000원), 찐만두(4개) (6,000원), 떡국 (12,000원), 만둣국 (12,000원), 떡만둣국 (12,000원), 얼큰칼국수 (12,000원), 한우국밥 (12,000원), 토속정식 (25,000원), 생선전 대 (33,000원), 고기전 대 (36,000원), 반반전 (25,000원), 콩국수 (14,000원), 생선전 소 (18,000원), 고기전 소 (20,000원)","매일 11:00–20:00 (브레이크타임 15:00–16:00, 라스트오더 19:30)","여유롭게,편안,깔끔한,맛있는,담백한,콩국수,만두국,육전,떡국,동태전,모임,건강식,단골집,가성비"
이도림 블로트커피X베이크,카페,4.8,173,"서울 종로구 자하문로 43 1층
(지번) 통인동 118-2",37.57993216,126.9710792,02-2135-9714,"설향가득 생딸기 바닐라크림 크루아상 (7,900원), 설향가득 생딸기 케이크 (12,500원), 설향가득 생딸기라떼 (8,900원), 설향가득 생딸기말차라떼 (9,800원), 설향가득 생딸기 바닐라크림 크루아상 (7,500원), 설향가득 생딸기 케이크(비건) (12,900원), 비건 티라미슈케익 (6,800원), 치아바타 잠봉뵈르 샌드위치 (13,800원), 시나몬 진저 크림라떼 (8,900원), 이도림 바스크 치즈케이크 (10,900원), 오리지널 크루아상 (4,500원), 통인도원 퀸아망 (5,800원), 뺑오 쇼콜라 (5,400원), 솔티드 라우겐 크루아상 (4,900원), 햄 샌드위치 품은 크루아상 (6,800원), 소시지 패스츄리 (6,800원), 뺑오쇼콜라 (5,900원), 카야버터 크루아상 (6,300원), 바닐라빈 크림가득 크루아상 (5,900원), 아몬드 크루아상 (5,900원), 오리지널 크루아상 (4,900원), 아몬드&유자 크루아상 (6,700원), 바닐라 크림 크루아상 (6,300원), 호두깨비 단팥빵 (3,900원), 인왕산 까눌레 (3,700원), 북악산 녹차 까눌레 (3,900원), 얼그레이 까눌레 (3,900원), 흑임자 까눌레 (4,500원), 초코 까눌레 (4,500원), 무릉도원 퀸아망 (5,300원), 코코넛 퀸아망 (6,300원), 아몬드 퀸아망 (5,900원), 룰루레몬 퀸아망 (5,600원), 블루베리 퀸아망 (5,700원), 블루베리치즈 퀸아망 (6,300원), 상큼발랄 유자 퀸아망 (6,300원), 호두과자맛 퀸아망 (6,300원), 씨앗호떡맛 퀸아망 (6,300원), 호두가득 퀸아망 (6,300원), 시나몬 레몬 진저티 (8,500원), 에스프레소 (5,500원), 아메리카노 (5,500원), 비건라떼 (7,000원), 라떼 (6,000원), 바닐라라떼 (6,500원), 크림라떼 (7,000원), 크림블랙 (7,000원), 플랫화이트 (6,000원), 콜드브루 (6,000원), 인왕산 에이드 (8,000원), 초코 (7,500원), 북악산 말차라떼 (9,000원), 스티븐 스미스 티 (7,500원)",영업시간 매일 08:00 ~ 20:00,"멋진,맛있는,편안함,친절한,데이트하기좋은,디저트,루프탑,크루아상,비건빵,노키즈존,뷰맛집,사진찍기좋은,넓은공간,가족과함께"
파이키,북카페,4.5,424,"서울 종로구 서순라길 81 파이키
(지번) 권농동 191-3",37.5738514,126.9923354,0507-1412-0281,"파이키 라떼 (6,300원), 아메리카노 (5,100원), 카페 라떼 (5,500원), 쑥단 라떼 (6,000원), 티 (6,000원), 티-에이드 (7,000원), 전통주 (변동가격)",영업시간 화~일 10:00 ~ 22:00,"분위기좋은,편안한,조용한,북카페,혼자가기좋은"
청킹마마,중식,4.9,221,"서울 종로구 우정국로2길 29 2~3층
(지번) 관철동 18-10",37.5696757,126.9846253,0507-1392-0663,"청킹마라탕 (9,900원), 한우 1++ 훠궈 (17,900원), 구름 꿔바로우 (19,000원), 청킹 공중부양면(플라잉누들) (24,000원), 양고기 훠궈 (11,900원), 소고기(호주산) 훠궈 (14,900원), 청킹 양지 우육면(백탕) (12,000원), 청킹 양지 우육면(홍탕) (13,000원), 침사추이 토마토탕면 (14,000원), 족발탕면 (15,000원), 족발덮밥 (15,000원), 미드레벨 토스트 (6,500원), 동윤영 (4,500원), 동랭차 (4,500원), 유린기 (19,000원), 쯔란 양고기 볶음 (24,000원), 진 마파두부(+공기밥) (22,500원), 마라 술국(홍콩식 술국) (26,000원), 어향가지 (11,000원), 청킹마마에일 (9,900원), 만년동안 사랑해 (13,900원)",영업시간 월~토 11:00 ~ 23:00,"친절한,맛있는,다양한,신선한,매콤한,훠궈,한우,볶음밥,꿔바로우,고량주,넓은공간,단체모임,접근성,점심식사,데이트코스"
쏘리에스프레소바,카페,4.7,304,"서울 종로구 자하문로2길 12 1층
(지번) 적선동 23",37.57648423,126.9733484,010-9590-9659,"마자그랑 (5,600원), 골드에스프레소 (1,800원), 에그타르트 (3,000원), 에스프레소 마끼아또 (2,400원), 에스프레소 콘파냐 (3,200원), 에스프레소 스트라파짜토 (2,200원), 에그타르트세트 (15,000원), 에그타르트 콤보1 (4,500원), 에그타르트 콤보2 (7,300원), 카푸치노 (4,100원), 카츄 콤보 (5,700원), 에스프레소 모닝콤보 (3,800원), 아몬드파이 모닝콤보 (3,200원)",영업시간 월~금 08:00 ~ 16:00,"친절한,맛있는,귀여운,바삭한,달달한,디저트,에그타르트,라떼,콘파냐,아메리카노,가성비,선물용,데이트코스"
일등곱창,"곱창,막창",4.7,147,"서울 종로구 창신2길 6-2 1층
(지번) 창신동 651-77",37.57270575,127.0104567,02-742-6520,"야채곱창 (10,000원), 오돌뼈 (10,000원), 알곱창 (10,000원), 볶음밥 (3,000원)",영업시간 월~토 13:00 ~ 24:00,"편안한분위기,쫄깃한,맛있는,매콤한,순대,시장,오돌뼈,야채곱창,볶음밥,나들이,착한가격,단체모임,술한잔,단골집"
국찌족발 종각점,"족발,보쌈",4.6,602,"서울 종로구 우정국로2길 34 1층
(지번) 관철동 19-23",37.5694595,126.9849451,02-722-9758,"바사삭 튀김 족발 (55,000원), 오리지날 국찌족발(중) (45,000원), 오리지날 국찌족발(대) (50,000원), 오리지날 국찌족발(특대) (65,000원), 매콤달콤 직화불족(중) (47,000원), 매콤달콤 직화불족(대) (52,000원), 매콤달콤 직화불족(특대) (67,000원), 사과더하기 마늘족발(중) (47,000원), 사과더하기 마늘족발(대) (52,000원), 사과더하기 마늘족발(특대) (67,000원), 파인애플 냉채족발(중) (47,000원), 파인애플 냉채족발(대) (52,000원), 파인애플 냉채족발(특대) (67,000원), 세가지맛 몽땅족발 (55,000원), 반족반쌈(중) (48,000원), 반족반쌈(대) (53,000원), 반반족발(중) (47,000원), 반반족발(대) (52,000원), 반반족발(특대) (67,000원), 미니족발(중) (35,000원), 미니족발(대) (45,000원), 미니족발(특대) (55,000원), 야들야들 국찌보쌈(중) (45,000원), 야들야들 국찌보쌈(대) (50,000원), 야들야들 국찌보쌈(특대) (65,000원), 사과더하기 마늘보쌈(중) (47,000원), 사과더하기 마늘보쌈(대) (52,000원), 사과더하기 마늘보쌈(특대) (67,000원), 마늘반반보쌈(중) (47,000원), 마늘반반보쌈(대) (52,000원), 마늘반반보쌈(특대) (67,000원), 국찌콤보(중) (73,000원), 국찌콤보(대) (83,000원), 족발덮밥 (11,000원), 국찌 보쌈정식 (9,900원), 오리지널 차슈덮밥 (9,900원), 대패 차슈덮밥 (9,900원), 국찌 족발정식 (10,900원), 막국수정식 (9,900원), 제육 정식(2인) (9,900원), 명품찌개 (9,000원), 비빔막국수 (8,000원), 국찌표 모둠튀김 (18,000원), 계란이불 (28,000원), 국찌표 차슈플레이트 (24,000원), 소면보단 파향진한족뱅이 (28,000원), 해물왕창 부추전 (15,000원), 얼큰한 돼지왕창술국 (25,000원), 튀김미니족발(중) (37,000원), 튀김미니족발(대) (47,000원), 국찌얼큰해장라면 (9,000원), 대패된장찌개 (9,000원), 속초 코다리 한접시 (4,000원)",월~토 17:00 ~ 02:30,"맛있는,깔끔한,매콤한,다양한,깔끔하고,족발보쌈,오리지널,반반족발,마늘족발,튀김족발,단체회식,외식,술한잔,단체모임,추억"
카페효제눅,카페,4.6,89,"서울 종로구 창경궁로16길 69 1층
(지번) 연건동 195-17",37.57504419,127.0014224,02-742-3161,"아메리카노 (3,500원), 카페라떼 (4,000원), 바닐라빈라떼 (4,500원), 나뚜루 비엔나 라떼 (6,500원), 무농약문경오미자차 (5,500원), 리얼 꿀밤 고구마라떼 (5,500원), 트리플 치즈 샌드위치 (12,300원), 베이컨 애플 샌드위치 (12,300원), 더블 치즈 바질 샌드위치 (11,800원), 눅 바질페스토 샌드위치 (11,500원), 눅 발사믹 샌드위치 (11,500원), 크랜베리 치킨 샌드위치 (11,500원), 루꼴라 샌드위치 (10,000원), 하바티치즈 샌드위치 (9,000원), 비프&머쉬룸 파니니 (12,800원), 스리라차 치킨 파니니 (12,300원), 바질 페스토 파니니 (11,800원), 타라곤 치킨 파니니 (11,800원), 갈릭&머쉬룸 파니니 (11,800원), 루꼴라 베이컨 바질 페스토 파니니 (12,800원), 루꼴라 토마토 파니니 (11,800원), 베지테리언 파니니 (11,800원), 쑥 인절미 파니니 (11,300원), 햄치즈 파니니 (11,300원), 리코타 치즈 샐러드 (13,300원), 타라곤 치킨 샐러드 (13,300원), 그라나 파다노 오렌지 샐러드 (12,300원), 허니 사바요 샐러드 (12,300원), 꿀자몽 샐러드 (12,300원), 토마토 그린 샐러드 (11,300원)",영업시간 월~금 07:00 ~ 19:00,"친절한,신선한,맛있는,따뜻한,다양한,카페,파니니,샌드위치,샐러드,브런치,건강식,점심식사,단체모임"
풍년상회쪽갈비,갈비,4.5,474,"서울 강동구 천호옛14길 23-6 1층
(지번) 성내동 12-39",37.53636689,127.1269238,02-478-0555,"양념쪽갈비 (18,000원),매운쪽갈비 (18,000원),최루탄주먹밥 (9,000원),잔치국수 (6,000원),누룽지 (6,000원),주먹밥 (3,000원),돼지껍데기 (6,000원)",매일 16:00 ~ 23:00,"친절한,편하게,가성비좋은,돼지껍데기,쪽갈비,데이트코스,술한잔,저녁,모임"
세꼬시,회,4.5,75,"서울 강동구 양재대로 1427 1층
(지번) 성내동 379-32",37.53344867,127.1379898,02-473-8664,"광어세꼬시 (대) 4인 (60,000원), 광어세꼬시 (중) 3인 (45,000원), 광어세꼬시 (소) 2인 (30,000원)","월~금 12:00 ~ 22:00 (14:30~16:00 브레이크타임, 21:00 라스트오더), 토~일 12:00 ~ 21:00 (20:00 라스트오더)","노포,맛있는,가성비좋은,오래된횟집,매운탕,광어세꼬시,동네맛집,단골집,단체모임"
스윗솔트,디저트카페,4.5,345,"서울 강동구 상암로 286
(지번) 명일동 222-3",37.54548127,127.1541357,02-3427-0999,"까르보나라 파스타 (18,000원), 토마토 미트볼 파스타 (18,500원), 베이컨 치즈 버거 + 감자튀김 (17,000원), 프렌치 토스트 (15,500원), 잠봉 에그베네딕트 (15,500원), 미트볼 샌드위치 + 감자튀김 (16,500원), 알리오올리오 파스타 (17,500원), 치즈버거 + 감자튀김 (15,500원), 에스프레소 (5,500원), 아메리카노 에티오피아 샤키소 (6,500원), 까페라떼 (6,000원), 스윗라떼 (7,000원), 아인슈페너 (7,500원), 카푸치노 (6,000원), 얼그레이 (6,000원), 말차 그린티 라떼 (7,000원), 생강레몬차 (7,000원), 자몽차 (7,000원), 레몬 / 자몽 / 청포도 / 레드깔라만시 에이드 (7,000원), 플레인 / 딸기 / 블루베리 요거트 스무디 (7,500원)",매일 09:00 ~ 22:00,"힐링되는,여유로운,편하게,다양한,디저트,테라스,반려동물동반,에그베네딕트,파스타,브런치,단골,기분전환"
영화정해장국,해장국,4.5,61,"서울 강동구 진황도로43길 9 1층
(지번) 길동 413-20",37.53580281,127.1382916,02-476-1968,"선지 해장국 (9,000원)",영업시간 화~일 07:00 ~ 15:00,"오래된,노포,깔끔한,심플한,매콤한,개운한,선지해장국,혼자갈만한,점심식사,술한잔"
길동골목냉면,냉면,4.6,106,"서울 강동구 양재대로114길 25 1층 101호
(지번) 길동 393-6",37.53767206,127.141527,02-477-4181,"혼밥세트 물or비냉+등심돈가스1p (13,000원), 혼밥세트 물or비냉+치즈돈까스1p (13,500원), 명태회냉면 (11,000원), 물냉면 (9,000원), 비빔냉면 (9,000원), 웰빙비빔밥 (9,000원), 돌솥비빔밥 (10,000원), 제육덮밥 (10,000원), 장국밥 (계절메뉴) (10,000원), 돈가스 (10,000원), 반반이 (등심,치즈) (11,000원), 치즈돈가스 (12,000원), 갈비만두 (4,000원), 튀김만두 (5,000원)",매일 11:00 ~ 21:00,"편하게,친근한,시원한,냉면,점심,혼자갈만한,간단한,점심"
잇다,카페,4.7,85,"서울 강동구 천호대로 1156-5 오앤하우스 1층 101호
(지번) 둔촌동 425-15",37.53325764,127.1399145,010-7497-1871,"프렌치토스트 브런치 세트(15,900원),푸르츠 더치베이비 팬케이크(12,900원),초코바나나 더치베이비 팬케이크(12,900원),후르츠베리 아이스티(7,500원),수제스프 세트(11,000원),핸드드립(5,500원),아메리노-산미&꽃향(4,000원),아메리카노-고소미&균형(4,000원),카페라떼(5,000원),수제 바닐라빈라떼(6,000원),더티크림모카(6,000원),진짜초코라떼(5,600원),구수한밀싹라떼(5,600원),쌍화탕(8,000원),수제 요거트(7,500원),메리골드 꽃차(5,000원),예그리나 꽃차(5,000원),스윗소울 꽃차(5,000원),플라워 레몬 에이드(6,000원),파인자몽 에이드(6,000원),생딸기크림라떼(6,000원)","월~금 09:30–21:00 (라스트 오더 20:30), 토~일 09:30–22:00 (라스트 오더 21:30)","건강한,신선한,맛있는,예쁜,다양한,디저트,샐러드,팬케이크,과일,넓은공간,데이트코스,스터디,사진찍기좋은,단체모임"
이한진숙성회,회,4.5,427,"서울 강동구 구천면로 247-1 2층
(지번) 천호동 393-14",37.54258679,127.1311046,02-476-5007,"숙성회 대(80,000원),숙성회 중(60,000원),숙성회 소(40,000원),매운탕 대(10,000원),매운탕 소(7,000원)",월~토 16:00-23:00,"친절한,맛있는,깔끔한,숙성회,광어회,대광어,생선,가성비,저녁,단체모임,술한잔,넓은공간"
우리동네막국수국밥,국수,4.8,91,"서울 강동구 상암로4길 9 1층
(지번) 암사동 512-3",37.55000122,127.1265429,02-428-0401,"소머리수육 중 (30,000원), 매운등갈비찜 (33,000원), 소머리국밥1 (11,000원), 소머리국밥2 (12,000원), 따뜻한 막국수 (변동), 냉 막국수 (8,000원), 비빔 막국수 (9,000원), 들깨 비빔 막국수 (10,000원), 한우 시래기국밥 (9,000원), 소머리수육 대 (40,000원), 시래기찐만두 (7,000원), 메밀 부추전 (12,000원), 새우튀김 (변동), 굴부추전 (17,000원), 굴국밥 (10,000원)",화~일 11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00),"소박한,편하게,시원한,가성비있는,푸짐한,막국수,동네맛집"
바다회집,회,4.8,63,"서울 강동구 천호대로177길 55 1층
(지번) 길동 414-6",37.53696872,127.1379694,02-482-5566,"활어모듬회（도미,우럭,광어,숭어..4~5가지） (30,000원), 쫄깃한 광어 (25,000원), 우럭 (35,000원), 도다리 세꼬시 추천 (25,000원), 참도미（아까다이） (40,000원), 생연어 (30,000원), 과메기 (35,000원), 광어＋우럭 (30,000원), 연어세트 (30,000원), 광어＋우럭＋생연어 (38,000원), [가성비짱]활어모듬회＋해산물（5가지） (55,000원), 도다리세꼬시세트 (35,000원), 보리숭어 (25,000원), 보리숭어 세트 (35,000원), 연어모듬회 (38,000원), 보리숭어＋세꼬시 (35,000원), 왕새우소금구이 (30,000원), 겨울진미（밀치）참숭어 (38,000원), [추천]도다리세꼬시＋광어 (37,000원), 참이슬 후레시 (4,000원), 진로이즈백 (4,000원), 처음처럼 (4,000원), 참이슬 오리지널 (4,000원), 테라 (4,000원), 카스 (4,000원), 장수막걸리 (4,000원), 보해복분자 (15,000원), 청하 (5,000원), 매화수 (5,000원), 산사춘 (6,500원)",화~일 16:00 ~ 03:00,"가성비좋은,맛있는,신선한,푸짐한,넓은,횟집,활어회,단골,단체모임,소주"
