이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,한줄평
오스테리아 오르조 한남,"스테이크,립",4.2,303,"서울 용산구 한남대로20길 47 2층
(지번) 한남동 31-13",37.53489275,127.0094949,010-6361-0801,"Orzo' Salad (15,000원), Calamari, Tartare sauce (22,000원), Polpo n Mussels (29,000원), 1++ Beef Carpaccio (29,000원), Brine Salmon, Potato pave (25,000원), Truffle French Fries (9,000원), Vongle, Extra Virgin, Spaghettini (dry) (28,000원), Pepperoni, Rigatoni (fresh) (29,000원), White Ragu Homemade Tajarin (fresh) (28,000원), Umami Risotto, Beef bourguignon (29,000원), John Dory, Mafaldine (fresh) (32,000원), Sea Urchin, Spaghettini (dry) (29,000원), Shrimp, Ravioli (fresh) (32,000원), Lasagna, Pistachio Cream (fresh) (33,000원), Today's Dessert (15,000원), Sous-vide Pork Dewlap (33,000원), Lamb steak, morel (43,000원), 1++ Beef Sirloin, Wet Aged (180g) (89,000원)",매일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30,
대가,삼겹살,4.6,81,"서울 용산구 한강대로39길 4
(지번) 한강로2가 309-1",37.53079191,126.9688761,02-793-0125,"오겹살 (180g) 국내산 (15,000원), 소고기모둠1kg 미국산 (69,000원), 소갈비살 (180g) 미국산 (18,000원), 목살 (180g) 국내산 (15,000원), 돼지고기모둠 미국산 (55,000원)",매일 14:00 ~ 22:00,
쥬에,퓨전중식,4.2,352,"서울 용산구 독서당로 124-7 지하1층, 1-2층
(지번) 한남동 3-1",37.53750029,127.0128077,02-798-9700,"남작코스 (108,000원), 자작코스 (128,000원), 주작코스 (178,000원), 채식런치코스 (128,000원), 백작 코스 (178,000원), 후작코스 (198,000원), 공작코스 (248,000원), 바삭한 돼지 바비큐 (60,000원), 싱가폴식 칠리새우 (68,000원), 북경오리 한마리 (150,000원), 채식디너코스 (148,000원), 꿀소스 이베리코 돼지 바베큐 (64,000원), 트러플소스새우볶음 (65,000원), 홍콩식 게살 그라탕 (68,000원), 어향일품전복 (92,000원), 마늘소스 전복찜 (26,000원), XO소스 관자볶음 (68,000원), 비취가리비찜 (68,000원), 마파두부 (42,000원), 게살두부 (48,000원)",월~금 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 18:00,
옛집국수,국수,3.9,136,"서울 용산구 한강대로62길 18 1층
(지번) 한강로1가 231-23",37.53413145,126.9732332,02-794-8364,"콩국수 (10,000원), 비빔국수 (7,000원), 온국수 (6,000원), 칼국수 (7,000원), 수제비 (7,000원), 김밥(1줄) (3,000원), 떡만둣국 (8,000원)","영업시간 월,화,수,목,금,일 06:00 ~ 20:00",
스즈란테이 이촌점,일식집,3.7,240,"서울 용산구 이촌로 245 지하1층
(지번) 이촌동 301-10",37.51994661,126.9744301,02-749-5324,"로스까스고쟁 (13,000원), 생선까스고쟁 (18,000원), 냄비우동고쟁 (16,000원), 덴뿌라우동고쟁 (15,000원), 히레까스고쟁 (14,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,
일미집,감자탕,3.5,399,"서울 용산구 후암로 1-1 1층
(지번) 후암동 194-3",37.54614849,126.9782685,02-776-0670,"감자탕 (소) (21,000원), 감자탕 (중) (28,000원), 감자탕 (대) (35,000원), 감자탕 백반 (9,000원), 볶음밥 (2,000원)",매일 11:00 ~ 22:00,
보니스피자 용산점,피자,3.6,242,"서울 용산구 신흥로3길 2 1층
(지번) 용산동2가 44-19",37.54119157,126.9869399,02-792-0303,"파인애플앤베이컨 (22,000원), 페퍼로니 (22,000원), 마르게리따 (20,000원), 더블치즈 (22,000원), 살라미 (22,000원), 루꼴라 (23,000원), 라구 (23,000원), 트러플풍기 (23,000원), 감자튀김 (3,000원), 라구도그 (6,000원)",월요일,
동빙고,카페,3.9,309,"서울 용산구 이촌로 319
(지번) 이촌동 301-162",37.51796297,126.982327,02-794-7171,"단팥죽 (7,500원), 팥빙수 (8,500원), 미숫가루팥빙수 (9,000원), 녹차빙수 (9,000원), 커피빙수 (9,500원), 아메리카노 (4,000원), 아이스아메리카노 (4,500원), 수정과 (6,500원), 로얄밀크티빙수 (9,500원), 유자빙수 (9,000원), 딸기빙수 (9,000원), 백설빙수 (9,000원)",매일 10:30 ~ 22:00,
오제제 신용산점,"돈까스,우동",4.1,562,"서울 용산구 한강대로 100 지하1층 B106-8호
(지번) 한강로2가 424",37.52879118,126.9686736,,"카레 (3,000원), 청귤소바 (10,000원), 자루우동 (11,000원), 안심돈가츠(히레) (17,000원), 등심돈가츠(로스) (16,000원), 지도리우동 (13,000원), 안심돈카츠+새우튀김 (24,000원), 등심돈카츠+새우튀김 (23,000원), 카다이프 새우튀김 (7,000원), 특등심돈카츠 (17,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:30 ~ 17:30,
호우주의보,카페,3.7,102,"서울 용산구 소월로40길 85 1-2층
(지번) 이태원동 258-63",37.541797,126.9936916,070-7733-4300,"핑크 클라우드 (7,000원)",매일 11:00 ~ 21:30,
소소막창 본점,"곱창,막창",3.5,267,"서울 용산구 대사관로 56 2층
(지번) 한남동 644-10",37.53328459,127.0041866,02-749-0600,"돼지 파 막창 (18,000원), 벌집 껍데기 (8,000원), 대구 소막창 (25,000원), 대구 돼지막창 (16,000원), 갈매기살 (16,000원), 뒷고기 (16,000원), 얼큰순두부 (7,000원)",매일 15:00 ~ 01:00,
모로코코카페,양식,3.7,137,"서울 용산구 신흥로 34 남동연립 101호
(지번) 용산동2가 45-9",37.54146786,126.9873068,,"당근 샐러드 (7,000원), 레몬 치킨 타진 (14,000원), 양고기 타진 (14,000원)",월요일,
꾸띠자르당,양식,3,238,"서울 용산구 보광로 120 1-2층
(지번) 이태원동 131-23",37.53342545,126.9944219,02-796-5072,"오늘의 스페셜 (13,000원), 하우스와인 1잔 (7,000원), 하우스 와인 1병 (35,000원), 오비 생맥주 (4,300원), 안심 스테이크 세트 (47,000원), 양갈비 스테이크 세트 (48,000원), 대구 스테이크 세트 (41,000원), 에스고까르고 (13,000원), 어니언스프 (13,000원), 샐러드고몽 (19,000원), 소고기 타르타르 육회와 마늘빵 토스트 (19,000원), 유자향의 계절 버섯 샐러드 (13,000원), 오늘의 샐러드 (15,000원), 발사믹으로 맛을낸 구운 야채 샐러드 (17,000원), 소안심스테이크 (36,000원), 허브에 절여구운 양갈비 (37,000원), 대구살 스테이크 (29,000원), 로즈마리와 마늘향 닭구이 (19,000원), 와인소스의 프랑스식 닭고기 스튜,꼬꼬뱅 (19,000원), 버섯과 레드와인 소스로 맛을낸 소고기 스튜,부르귀뇽 (23,000원), 크림 리조토 (16,000원), 토마트 리조토 (18,000원), 라자냐 (19,000원), 마늘향 파스타 (17,000원), 토마토 스파게티 (18,000원), 크림 페투치니 (19,000원), 프람퀴슈 (19,000원), 펜네라구 (13,000원), 폴드브레드 (15,000원), 브리치즈와 타르틴 (13,000원), 프렌치토스트 (11,000원), 토마토 홍합탕 (21,000원), 알사스키슈 (19,000원), 철판 부르귀뇽 (21,000원), 트러플 프렌치프라이 (13,000원), 감빠스 (13,000원), 풀브레드 (21,000원), 비프 타르타볼 (19,000원), 과일플레터 S (25,000원), 과일플레터 L (35,000원), 치즈 하몽 플레터 S (25,000원), 치즈 하몽 플레터 L (35,000원), 까망베르 로스트 (17,000원), 카페고몽 (15,000원), 티라미수 (6,000원), 레몬치즈 (6,000원), 블랙베리 치즈 (6,000원), 당근케잌 (6,000원), 마카롱 (5,000원), 피칸플럼 파이 (7,000원), 초코 브라우니 (6,000원), 에스프레소 (3,000원), 아메리카노 (3,000원), 마끼아토 (4,000원), 플렛화이트 (4,000원), 카푸치노 (4,500원), 카페라떼 (4,500원), 스파클링 와인 1병 (32,000원), 스텔라 아르투아 (8,000원), 블랑 1664 (9,000원), 하이네켄 (6,000원), 호가든 (7,000원), 에스텔라 (12,000원), 벨즈 위스키 (49,000원)","월,화,수,목,일 11:30 ~ 01:00 · 휴게시간 매일 16:00 ~ 17:00",
모코 시야,일본식라면,3.4,226,"서울 용산구 백범로87길 50-1 1층
(지번) 원효로1가 43-3",37.53942455,126.9694882,0503-7150-5760,메뉴 없음,영업시간 매일 11:00 ~ 20:20 · 휴게시간 월~토 14:20 ~ 17:00,
기와,한정식,3.3,72,"서울 용산구 한강대로21나길 40
(지번) 한강로3가 40-946",37.52824913,126.9642275,02-710-7777,"갈비찜 (38,000원), 떡갈비 (30,000원), 보리굴비 (35,000원), 보쌈 (30,000원), 어탕수 (22,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,
남산와이너리,양식,4.3,84,"서울 용산구 회나무로10길 5 1층
(지번) 이태원동 282-7",37.53896767,126.9891288,0503-7151-6676,"포르투갈문어스테이크 (38,000원), 농어스테이크 (42,000원), 바칼라우파스타 (26,000원), 방어카르파치오 (31,000원), 포르투갈식바지락찜 (25,000원), 바칼라우크로켓 (12,000원), 쥬키니샐러드 (18,000원), 포르투갈해물밥 (35,000원)",월~토 12:00 ~ 23:00,
라구,"스테이크,립",4,102,"서울 용산구 신흥로 42 1층
(지번) 용산동2가 45-4",37.54211029,126.9875115,,"런치 플레이트 (18,000원), 치킨런 샐러드 (17,000원), 찹스테이크 샐러드 (17,000원), 할머니라구 파스타 (21,000원), 포르치니라구 파스타 (24,000원), 라구 스테이크 (29,000원), 엘본 스테이크 (57,000원), 티본스테이크 (61,000원), 포터하우스 스테이크 (63,000원), 토마호크 스테이크 (73,000원)",월~금 17:00 ~ 22:00,
고다이,"육류,고기",4.7,125,"서울 용산구 한남대로18길 28 1층
(지번) 한남동 30-4",37.53461115,127.0087916,02-749-9299,"생양살치살(150g) (28,000원), 생양등심(150g) (26,000원), 생양갈비(200g) (30,000원), 규슈오뎅탕 (20,000원), 생명란구이 (11,000원)",월~금 17:00 ~ 22:00,
구구전복삼계탕,삼계탕,4.2,37,"서울 용산구 한강대로88길 12
(지번) 남영동 30-1",37.54442082,126.97299,02-712-6169,"한방삼계탕 (19,000원), 한방전복삼계탕 (22,000원), 한방 누룽지 닭백숙 (78,000원), 한방능이삼계탕 (22,000원), 특별식 능이 전복 삼계탕 (25,000원), 한방 누룽지 오리백숙 (78,000원), 한방 누룽지전복 오리백숙 (90,000원), 한방 누룽지전복 닭백숙 (90,000원), 한방 능이전복누룽지 오리백숙 (100,000원), 한방 능이전복누룽지 닭백숙 (100,000원), 전복추가 (3,000원), 능이버섯 (5,000원), 콜라 (2,000원), 사이다 (2,000원)",매일 10:00 ~ 22:00,
그릴도하 한남점,양식,4.3,326,"서울 용산구 이태원로 268 2층
(지번) 한남동 682-1",37.53833629,127.001832,0507-1350-9154,"솔트 생 양갈비 그릴 (250g) (28,000원), 마리네이드 양갈비 그릴 (250g) (28,500원), 해산물 구이 플레이트 (28,000원), 닭 한마리 마리네이드 구이 (반 마리) (18,000원), 오리지날 타히니 (8,500원)",월~토 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,
아르모니움,이탈리안,3.1,551,"서울 용산구 대사관로 33 1,2층
(지번) 한남동 657-37",37.5338515,127.0017553,02-792-3972,"모짜렐라 가지롤 (26,000원), 나폴리풍 라자냐 (27,000원), 바질페스토 감자 뇨끼 (28,000원), 이베리코 흑돼지 (59,000원), 도미 구이 (45,000원)",매일 12:00 ~ 23:00 · 휴게시간 매일 15:00 ~ 17:00,
테이블포포,양식,3.7,124,"서울 용산구 대사관로31길 25-12 5층
(지번) 한남동 657-138",37.53466821,127.0052473,010-2905-6832,"런치 (130,000원), 디너 (230,000원)",매일 12:00 ~ 23:00 · 휴게시간 매일 15:00 ~ 18:00,
대성정육식당,"육류,고기",3.4,50,"서울 용산구 서빙고로95길 22 1층
(지번) 보광동 63-2",37.52656488,127.0021128,02-795-9935,"한우차돌박이 (88,000원), 한우등심 (110,000원), 한우육회(150g) (30,000원), 생삼겹살 (46,000원), 냉동삼겹살 (46,000원), 김치찌개(소) (8,000원), 된장찌개(소) (6,000원)",매일 16:00 ~ 06:00,
더베이커스테이블,"제과,베이커리",3.1,255,"서울 용산구 녹사평대로 244-1 1층
(지번) 이태원동 691",37.53944936,126.9874671,070-7717-3501,"DAILY SOUP 데일리 스프 (7,500원), CHICKEN PROVOLONE PANINI 치킨 프로블로네 파니니 (7,500원), HAM & PROVOLONE PANINI 햄 엔 프로블로네 파니니 (7,500원), MOZZARELLA PESTO PANINI 모짜렐라 페스토 파니니 (7,500원), CILANTRO CHICKEN PANINI 실란트로 치킨 파니니 (7,500원), HAM & CHEESE SANDWICH 햄 엔 치즈 샌드위치 (10,500원), TOMATO MOZZARELLA 토마토모짜렐라 샌드위치 (12,500원), SPICY SMOKED CHICKEN 스파이시 스모크 치킨 샌드위치 (12,500원), BAKERS TABLE BLT SANDWICH 비엘티 (12,500원), THE BAKER S CLUB 클럽 샌드위치 (12,500원), Steak sandwich 스테이크 샌드위치 (12,500원), Bretzel sandwich 브레츨 샌드위치 (9,500원), CURRY WURST 커리 부어스트 (16,500원), BRATWURST 브랏부어스트 (17,500원), BAKERS BURGER 베이커스 버거 (17,500원), TOMATO MANGO SALAD 토마토 망고 샐러드 (13,500원), CRISPY CHICKEN SALAD 크리스피 치킨 샐러드 (15,500원), HOUSE SALAD 하우스 샐러드 (10,500원), SCHNITZEL 슈니츨 (18,500원), JAGER SCHNITZEL 예거 슈니츨 (21,500원), ZIGEUNER SCHNITZEL 즈고이너 슈니츨 (21,500원), LENTIL SOUP 렌틸수프 (10,500원), PEA SOUP (10,500원), YOGA BREAD 요가브레드 (7,500원), VOLLKORN 볼콘 (7,500원), MULTI GRAIN 멀티그레인 브레드 (7,500원), GERMAN RYE 저먼 라이 (7,000원), BURE BROT 부어 브로트 (7,000원), MUESLI BREAD 무슬리 브레드 (7,500원), SOUR RYE 사워 라이 (7,000원)",영업시간 월~금 08:00 ~ 21:00,
해방식당,한식,4,394,"서울 용산구 신흥로22길 5 1층
(지번) 용산동2가 1-555",37.54567205,126.9846369,070-4042-7050,"회를 비벼먹는 바질페스토 파스타 (22,000원), 해방식당 라구파스타 (19,000원), 미나리 돌솥밥 (12,000원), 감태와 생연어롤 (18,000원), 고등어 돌솥밥 (18,000원), 고등어 커리 (18,000원), 매콤가지 (9,500원), 브루세타 피자 (24,000원), 버터커리치킨 (16,000원), 면두부와 치킨쏨땀샐러드 (20,000원), 매콤가지튀김 돌솥덮밥 (16,000원), 칼라마리 (16,000원), 크림라구파스타 (22,000원), 클래식 토마토파스타 (16,000원), 클래식 바질페스토파스타 (18,000원), 해방식당 라자냐 (26,000원), 고등어 오일파스타 (20,000원)","월,화,목,금,토,일 11:30 ~ 21:40 · 휴게시간 매일 14:40 ~ 17:00",
토터스,카페,3.5,238,"서울 용산구 신흥로 81 1,2층
(지번) 용산동2가 18-3",37.54535345,126.9859784,070-5220-2346,"말차 수플레 팬케이크 (13,000원), 아이스크림 푸딩 (8,000원), 커스터드 푸딩 (5,000원), 에스프레소 (3,500원), 아메리카노 (4,500원), 핸드드립커피 (변동가격), 바닐라 라떼 (5,500원), 라떼 (5,000원), 아인슈페너 (6,000원), 아이스크림라떼 (6,500원), 딸기크림라떼 (7,000원), 초코라떼 (6,000원), 밀크티 (7,000원), 거봉녹차 (6,000원), 체리홍차 (6,000원), 캐모마일 (5,000원), 푸플레 (10,000원), 플랙화이트 (5,000원)",영업시간 매일 12:00 ~ 21:30,
다운타우너 한남,햄버거,4.2,418,"서울 용산구 대사관로5길 12 1층
(지번) 한남동 684-77",37.53486826,127.0008589,070-8806-3696,"생 바질 모짜렐라 버거 (12,400원), 갈릭버터 프라이즈 (6,800원), 다운타우너 버거 (10,300원), 아보카도 버거 (12,600원), 스파이시 풀드포크 버거 (12,400원), 베이코닉 버거 (13,800원), 트러플 포테이토 버거 (12,400원), 슈림프 디럭스 버거 (11,800원), 크리스피 치킨 버거 (10,900원), 클래식 치즈 버거 (7,700원), 칠리 토마토 쉐이커 (5,800원), 트러플 쉐이커 (5,800원), 파마산 치즈 쉐이커 (5,800원), 오리지널 치킨텐더 (7,800원), 제너럴쏘 치킨텐더 (7,800원), 오리지널 프라이즈 (4,800원), 치즈버거 프라이즈 (8,800원), 고구마 프라이즈 (6,800원), 치즈 프라이즈 (5,800원), 점보 모짜스틱 1조각 (3,800원)",영업시간 매일 11:00 ~ 21:00,
솔솥 한남점,한식,4.1,981,"서울 용산구 이태원로54가길 26 지하1층
(지번) 한남동 683-23",37.53678288,127.001343,070-4295-7995,"스테이크솥밥 (17,000원), 도미관자솥밥 (17,000원), 민물장어솥밥 (25,000원), 금태솥밥 (23,000원), 연어솥밥 (17,000원), 전복솥밥 (17,000원), 갈치순살솥밥 (17,000원), 돼지고사리솥밥 (15,000원), 꼬막솥밥 (14,000원), 치즈닭갈비솥밥 (14,000원), 대파차돌솥밥 (12,000원), 치즈돈까스 (9,900원), 직접만든 새우튀김 (7,900원), 유린기 (8,500원)",영업시간 매일 11:30 ~ 21:00,
야스노야 본점,일식,4,199,"서울 용산구 후암로 8-1
(지번) 후암동 251-15",37.5467266,126.9784094,02-777-0708,"특수부위 (150g) (수량한정) (29,000원), 야스노야 시그니처 생양갈비 (200g) (수량한정) (33,000원), 생양등심 (200g) (30,000원), 삿포로 스프카레 (25,000원), 생양갈비 (200g) (30,000원)",매일 17:00 ~ 22:00,
타파스바,양식,4,85,"서울 용산구 이태원로27가길 49 1층
(지번) 이태원동 119-28",37.53486406,126.9925454,010-3468-0799,"오징어먹물 빠에야 (17,900원), 감바스 알아히오 (11,900원), 감바스오일파스타 (12,900원), 로제미트볼 (10,900원), 가지그라탕 (10,900원), 양송이크레마 (11,900원), 해산물 토마토 빠에야 (17,900원), 초리조 라자냐 (12,900원), 해산물 토마토 파스타 (13,900원), 꿀 치즈 대구구이 (15,900원), 관자 비네그레트 (13,900원), 로제 치킨스튜 (11,900원), 꿀 가지 프라이즈 (9,900원), 판콘 토마테 (5,900원)",월~수 13:00 ~ 24:00,
오랑오랑,카페,3.7,107,"서울 용산구 소월로20길 26-14 1,2층
(지번) 용산동2가 1-62",37.54512907,126.985042,02-3789-7007,"에스프레소 (4,500원), 아메리카노 (4,500원), 라떼 (5,000원), 플랫화이트 (5,000원), 바닐라라떼 (5,500원), 연유크림라떼 (6,800원), 콜드브루블랙 (5,500원), 콜드브루라떼 (6,000원), 모카 (5,500원)",매일 11:00 ~ 22:00,
